variation_id,Rsh,Ra,Ca,Rb,Cb,resnorm,condition_number,pc1_sensitivity,pc2_sensitivity,pc3_sensitivity,pc1_rsh_component,pc1_ra_component,pc1_ca_component,pc1_rb_component,pc1_cb_component,pc2_rsh_component,pc2_ra_component,pc2_ca_component,pc2_rb_component,pc2_cb_component,pc3_rsh_component,pc3_ra_component,pc3_ca_component,pc3_rb_component,pc3_cb_component
variation_035,31.06,4761.276666666667,2.913333333333333e-05,4761.276666666667,2.913333333333333e-05,3.4195666850532387,inf,942395.9868806561,4.215617508183485,0.09454161410085189,-1.239693438151208e-06,4.766131812877207e-10,0.707106781186004,4.766131635482527e-10,0.707106781186004,-0.9917968127917717,0.09038551358789183,-8.694656813939841e-07,0.0903855135960641,-8.694656813939841e-07,0.12782441916373555,0.7013062516603625,1.1157762465483909e-07,0.7013062521092487,1.1157762465483909e-07
variation_036,20.7,5262.463333333333,2.02e-05,5763.65,2.4666666666666665e-05,3.775993470983065,283082260.1518693,848040.9253160623,1434.6165408627453,3.108341281744049,-1.4089961518424614e-06,3.432149248666877e-09,0.8305233178744016,2.875626233164225e-09,0.5569838583522064,-0.002197738778602529,0.00011139843418011811,-0.556982511064672,6.756214117473328e-05,0.8305213033619908,0.999067615101724,-0.03469743351750538,-0.0012249134565757397,-0.025595759115962485,0.0018290064387032835
variation_037,31.06,4761.276666666667,2.02e-05,4260.09,2.02e-05,4.0952307905397065,248755064.13398656,1358253.1047690124,1654.907856523923,3.3602814655837796,-8.55256254195712e-07,-4.231292740129116e-11,0.707116232015908,1.0584363522439071e-10,0.7070973302303529,-0.0016518802947456963,0.00017667682124312384,0.7070963394751582,0.00019891260138104846,-0.7071152432322487,0.9941790954478383,-0.07489042685703359,0.0011820915091717422,-0.07743744718070332,-0.0011809206105684081
variation_038,24.153333333333332,5763.65,3.36e-05,4761.276666666667,3.36e-05,1.70634499733266,389859069.5599099,635950.0744526827,907.9435265005136,2.6861277056784494,-1.8715178260127886e-06,3.588331183532874e-09,0.7071143518264952,4.508752896008583e-09,0.707099210463067,-0.003588987462244818,0.0001810926251377511,0.7070946231867049,0.0002186652719916197,-0.7071097739533853,0.997869702635904,-0.04397689375763534,0.002546762500626186,-0.04805341350115506,-0.002544175389910323
variation_039,27.606666666666666,4761.276666666667,2.4666666666666665e-05,5262.463333333333,3.36e-05,1.2162547533230716,190404865.87198317,916712.7020856332,2766.9311321096825,2.9460257948634316,-1.278920099269499e-06,8.548609767745504e-10,0.8802843180274383,1.746696320990342e-09,0.4744465401215734,-0.0011032216154950147,0.00011881775966905833,-0.47444624850563777,5.754119539736008e-05,0.8802837739912878,0.996038804466633,-0.07540842402775104,-0.0005257621495687246,-0.04710664836449545,0.0009781801253103553
variation_040,20.7,5763.65,2.02e-05,4260.09,2.4666666666666665e-05,3.778100538688828,512145819.22558725,847914.8545835833,555.4051283071692,3.194489361841301,-1.4071286590433301e-06,2.9995523667166547e-09,0.8305312600656469,3.9367992798818025e-09,0.5569720155014869,-0.005520035176487423,0.00025660591054581976,0.5569634897322476,0.00023382982306050887,-0.8305185607763064,0.9989470961952094,-0.034737364743454124,0.0030812831907164485,-0.029452205246620844,-0.004592144798280475
variation_041,27.606666666666666,5262.463333333333,2.913333333333333e-05,4761.276666666667,2.02e-05,1.4199420032386056,162124818.22359708,1119380.9452671409,3617.6931892818898,3.135139521610868,-1.0447654361144372e-06,1.3729728300551062e-09,0.4333017498338182,3.7151336145839306e-10,0.9012489076774849,-0.000816698610369644,4.016497417688188e-05,0.9012486020185068,9.418863907209583e-05,-0.4333016038261833,-0.9962201171986509,0.0440854566685966,-0.0007416667776040495,0.07484166088413674,0.0003554230192377062
variation_042,31.06,4260.09,2.4666666666666665e-05,4761.276666666667,2.4666666666666665e-05,3.4785977706855324,255768633.92382434,1112637.7958589112,1349.2518349835666,3.1906313965136643,-1.0451176521712252e-06,1.4871071256562235e-10,0.7070974194080499,-2.8741502025299003e-11,0.7071161428403284,-0.002090478282257149,0.00024621964939302335,-0.7071145608877922,0.00021913529003154045,0.7070958344076318,0.993659444215227,-0.0809376929497702,-0.001494286954606906,-0.07800979888391135,0.001495716030507993
variation_043,20.7,5262.463333333333,3.36e-05,4260.09,3.36e-05,3.756798072766927,302079439.2655284,544980.4137988945,824.0329055080311,2.8103491381172776,-2.1874318836808723e-06,4.808822757682096e-09,0.7071144650939677,6.115684519941329e-09,0.7070990971922444,-0.003915260628205407,0.00015990641650354137,0.7070936486259273,0.00019752687381009596,-0.7071090285240029,0.9986431616559205,-0.03501647268853879,0.0027756020837845694,-0.0383443762902799,-0.002772572506161288
variation_044,27.606666666666666,4260.09,2.02e-05,5262.463333333333,2.4666666666666665e-05,1.666581809768554,116529332.51697157,1130584.7635726752,4051.6256456536175,3.2496777592949413,-1.033518967073818e-06,9.045851316284455e-10,0.8305124411156832,1.1397375559222338e-09,0.557000076437159,-0.0007078458834710828,8.035622872804978e-05,-0.5569999351990267,4.2646308754809213e-05,0.8305122292095731,0.9962235254067979,-0.07056253862142298,-0.00039628607747628475,-0.05058761902575248,0.0005927292812815495
variation_045,31.06,4260.09,3.36e-05,4260.09,2.4666666666666665e-05,3.3738407926341147,121409898.27641176,1030621.446873055,3026.21042890558,3.1131816491422546,-1.119444957660832e-06,2.551632671255863e-10,0.47445265425212785,-2.466981442712745e-09,0.8802810226693848,-0.0009365588428194257,7.737430594802123e-05,0.8802806241689131,0.000145381445058742,-0.4744524406595199,0.9921569932549804,-0.06878806680439335,0.0008365374976324597,-0.10436378994876781,-0.00044961438530279334
variation_046,20.7,4761.276666666667,2.4666666666666665e-05,5262.463333333333,2.02e-05,3.7780972192746445,561489017.3600852,847912.8336256236,535.7395887250175,3.1918826981609563,-1.4057309901612716e-06,3.42340910527035e-09,0.5569793856740615,3.264619383594823e-09,0.8305263174229754,-0.005728624227017309,0.00021604306905080017,0.8305126301227526,0.00029268156383819,-0.5569702162000663,0.9989399368914915,-0.028351542918494083,0.004767381863967492,-0.035808567199291874,-0.0031954784711870823
